Group,MediumID,PieceIndex,SourceExcelRow,ObservedP1,ObservedP2,OriginalStart,OriginalEnd,PieceStart,PieceEnd,PieceLength,Translation,BoundarySequence,ReconstructionType
3,A498,1,500,"3834.62293655403;-506.295200470953;2125.67594923218","5000;-424.768298245947;2438.90343590154","3834.62293655403;-506.295200470953;2125.67594923218","8652.26823599072;-169.264629335;3420.55206799232","3834.62293655403;-506.295200470953;2125.67594923218","5000;-424.768298245947;2438.90343590154",1209.48823648581,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A498,2,500,"3834.62293655403;-506.295200470953;2125.67594923218","5000;-424.768298245947;2438.90343590154","3834.62293655403;-506.295200470953;2125.67594923218","8652.26823599072;-169.264629335;3420.55206799232","-5000;-424.768298245947;2438.90343590154","-1347.73176400928;-169.264629335;3420.55206799232",3790.51176351419,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A499,1,501,"3864.28520273758;319.864290043192;-282.432451387936","5000;365.573051258324;-447.706374220298","3864.28520273758;319.864290043192;-282.432451387936","8808.24882134474;518.842460481698;-1001.89852117701","3864.28520273758;319.864290043192;-282.432451387936","5000;365.573051258324;-447.706374220298",1148.58733283153,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A499,2,501,"3864.28520273758;319.864290043192;-282.432451387936","5000;365.573051258324;-447.706374220298","3864.28520273758;319.864290043192;-282.432451387936","8808.24882134474;518.842460481698;-1001.89852117701","-5000;365.573051258324;-447.706374220298","-1191.75117865526;518.842460481698;-1001.89852117701",3851.41266716847,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A500,1,502,"3871.62491870093;844.90849683124;-4276.14084971973","5000;-164.470951784556;-3645.76776975669","3871.62491870093;844.90849683124;-4276.14084971973","7311.89043635041;-2232.55516649171;-2354.21718604344","3871.62491870093;844.90849683124;-4276.14084971973","5000;-164.470951784556;-3645.76776975669",1639.95347962273,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A500,2,502,"3871.62491870093;844.90849683124;-4276.14084971973","5000;-164.470951784556;-3645.76776975669","3871.62491870093;844.90849683124;-4276.14084971973","7311.89043635041;-2232.55516649171;-2354.21718604344","-5000;-164.470951784556;-3645.76776975669","-2688.10956364959;-2232.55516649171;-2354.21718604344",3360.04652037727,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A501,1,503,"3872.16250000045;4296.49481642619;2348.90129974546","5000;3254.23450499493;1899.31110932199","3872.16250000045;4296.49481642619;2348.90129974546","7396.3412955833;1039.72095580789;944.056882182574","3872.16250000045;4296.49481642619;2348.90129974546","5000;3254.23450499493;1899.31110932199",1600.14228195965,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A501,2,503,"3872.16250000045;4296.49481642619;2348.90129974546","5000;3254.23450499493;1899.31110932199","3872.16250000045;4296.49481642619;2348.90129974546","7396.3412955833;1039.72095580789;944.056882182574","-5000;3254.23450499493;1899.31110932199","-2603.6587044167;1039.72095580789;944.056882182574",3399.85771804035,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A502,1,504,"3888.74551072484;-31.3664051409514;1617.80884706797","5000;219.832056652714;1547.39993402217","3888.74551072484;-31.3664051409514;1617.80884706797","8756.40907779937;1068.96624807132;1309.3944342237","3888.74551072484;-31.3664051409514;1617.80884706797","5000;219.832056652714;1547.39993402217",1141.4659969434,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A502,2,504,"3888.74551072484;-31.3664051409514;1617.80884706797","5000;219.832056652714;1547.39993402217","3888.74551072484;-31.3664051409514;1617.80884706797","8756.40907779937;1068.96624807132;1309.3944342237","-5000;219.832056652714;1547.39993402217","-1243.59092220063;1068.96624807132;1309.3944342237",3858.5340030566,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A503,1,505,"3907.247749323;4051.68894718334;-4381.70758343813","4523.28809233018;5000;-4039.04505271087","3907.247749323;4051.68894718334;-4381.70758343813","6514.01749298811;8064.45951996522;-2931.73384790775","3907.247749323;4051.68894718334;-4381.70758343813","4523.28809233018;5000;-4039.04505271087",1181.61633666392,"-0;-0;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A503,2,505,"3907.247749323;4051.68894718334;-4381.70758343813","4523.28809233018;5000;-4039.04505271087","3907.247749323;4051.68894718334;-4381.70758343813","6514.01749298811;8064.45951996522;-2931.73384790775","4523.28809233018;-5000;-4039.04505271087","5000;-4266.16628897089;-3773.88172280204",914.372872457015,"-0;-10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A503,3,505,"3907.247749323;4051.68894718334;-4381.70758343813","4523.28809233018;5000;-4039.04505271087","3907.247749323;4051.68894718334;-4381.70758343813","6514.01749298811;8064.45951996522;-2931.73384790775","-5000;-4266.16628897089;-3773.88172280204","-3485.9825070119;-1935.54048003478;-2931.73384790775",2904.01079087907,"-10000;-10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A504,1,506,"3941.97856997146;-2592.1566237605;4508.83742012003","5000;-1885.81724045037;4304.47317215295","3941.97856997146;-2592.1566237605;4508.83742012003","8047.78743644732;148.897971568056;3715.77168678108","3941.97856997146;-2592.1566237605;4508.83742012003","5000;-1885.81724045037;4304.47317215295",1288.44457259974,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A504,2,506,"3941.97856997146;-2592.1566237605;4508.83742012003","5000;-1885.81724045037;4304.47317215295","3941.97856997146;-2592.1566237605;4508.83742012003","8047.78743644732;148.897971568056;3715.77168678108","-5000;-1885.81724045037;4304.47317215295","-1952.21256355268;148.897971568056;3715.77168678108",3711.55542740026,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A505,1,507,"3965.33559940482;-4944.15626562438;-316.987420275041","5000;-4866.08250706701;-1349.01698940725","3965.33559940482;-4944.15626562438;-316.987420275041","7500.33285472774;-4677.41226432861;-3842.98260498987","3965.33559940482;-4944.15626562438;-316.987420275041","5000;-4866.08250706701;-1349.01698940725",1463.45856285631,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A505,2,507,"3965.33559940482;-4944.15626562438;-316.987420275041","5000;-4866.08250706701;-1349.01698940725","3965.33559940482;-4944.15626562438;-316.987420275041","7500.33285472774;-4677.41226432861;-3842.98260498987","-5000;-4866.08250706701;-1349.01698940725","-2499.66714527226;-4677.41226432861;-3842.98260498987",3536.54143714369,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A506,1,508,"3966.59987515512;-1723.44607031509;1110.01620415164","5000;-1690.28799022273;1083.3790173988","3966.59987515512;-1723.44607031509;1110.01620415164","8962.37036816622;-1563.1498267326;981.243942181341","3966.59987515512;-1723.44607031509;1110.01620415164","5000;-1690.28799022273;1083.3790173988",1034.27501952959,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A506,2,508,"3966.59987515512;-1723.44607031509;1110.01620415164","5000;-1690.28799022273;1083.3790173988","3966.59987515512;-1723.44607031509;1110.01620415164","8962.37036816622;-1563.1498267326;981.243942181341","-5000;-1690.28799022273;1083.3790173988","-1037.62963183378;-1563.1498267326;981.243942181341",3965.72498047041,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A507,1,509,"3997.33005539518;936.385010562742;3995.20101820592","5000;749.662862224878;3843.64876445069","3997.33005539518;936.385010562742;3995.20101820592","8859.43746017508;30.939360221889;3260.29982847813","3997.33005539518;936.385010562742;3995.20101820592","5000;749.662862224878;3843.64876445069",1031.10633016776,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A507,2,509,"3997.33005539518;936.385010562742;3995.20101820592","5000;749.662862224878;3843.64876445069","3997.33005539518;936.385010562742;3995.20101820592","8859.43746017508;30.939360221889;3260.29982847813","-5000;749.662862224878;3843.64876445069","-1140.56253982492;30.939360221889;3260.29982847813",3968.89366983224,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A508,1,510,"4007.62434656254;3580.26727887345;1467.64157531646","5000;4268.99144661317;2473.37106164901","4007.62434656254;3580.26727887345;1467.64157531646","7164.38152144688;5771.10595019483;4666.87743018228","4007.62434656254;3580.26727887345;1467.64157531646","5000;4268.99144661317;2473.37106164901",1571.82766753958,"-0;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A508,2,510,"4007.62434656254;3580.26727887345;1467.64157531646","5000;4268.99144661317;2473.37106164901","4007.62434656254;3580.26727887345;1467.64157531646","7164.38152144688;5771.10595019483;4666.87743018228","-5000;4268.99144661317;2473.37106164901","-3946.69720504163;5000;3540.84755127944",1668.33040459782,"-10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A508,3,510,"4007.62434656254;3580.26727887345;1467.64157531646","5000;4268.99144661317;2473.37106164901","4007.62434656254;3580.26727887345;1467.64157531646","7164.38152144688;5771.10595019483;4666.87743018228","-3946.69720504163;-5000;3540.84755127944","-2835.61847855312;-4228.89404980517;4666.87743018228",1759.84192786259,"-10000;-10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A509,1,511,"4021.40006053063;-1357.76387813387;2505.56433286008","5000;-1770.83504212766;2589.6427585874","4021.40006053063;-1357.76387813387;2505.56433286008","8613.47944105767;-3296.09996253494;2900.10227380759","4021.40006053063;-1357.76387813387;2505.56433286008","5000;-1770.83504212766;2589.6427585874",1065.53029507632,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A509,2,511,"4021.40006053063;-1357.76387813387;2505.56433286008","5000;-1770.83504212766;2589.6427585874","4021.40006053063;-1357.76387813387;2505.56433286008","8613.47944105767;-3296.09996253494;2900.10227380759","-5000;-1770.83504212766;2589.6427585874","-1386.52055894233;-3296.09996253494;2900.10227380759",3934.46970492368,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A510,1,512,"4049.46947707715;1819.36027626139;-2766.319343881","5000;3498.43532509654;-3572.39428580983","4049.46947707715;1819.36027626139;-2766.319343881","6322.30640431312;5834.23794989798;-4693.74497614987","4049.46947707715;1819.36027626139;-2766.319343881","5000;3498.43532509654;-3572.39428580983",2091.06626069915,"-0;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A510,2,512,"4049.46947707715;1819.36027626139;-2766.319343881","5000;3498.43532509654;-3572.39428580983","4049.46947707715;1819.36027626139;-2766.319343881","6322.30640431312;5834.23794989798;-4693.74497614987","-5000;3498.43532509654;-3572.39428580983","-4149.95874864043;5000;-4293.2516762909",1870.00052923577,"-10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A510,3,512,"4049.46947707715;1819.36027626139;-2766.319343881","5000;3498.43532509654;-3572.39428580983","4049.46947707715;1819.36027626139;-2766.319343881","6322.30640431312;5834.23794989798;-4693.74497614987","-4149.95874864043;-5000;-4293.2516762909","-3677.69359568688;-4165.76205010202;-4693.74497614987",1038.93321006508,"-10000;-10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A512,1,514,"4116.00215602141;-2323.41298522058;2932.9824985829","5000;-1980.646304769;3104.21465993047","4116.00215602141;-2323.41298522058;2932.9824985829","8703.60706294568;-544.587260835784;3821.61080121074","4116.00215602141;-2323.41298522058;2932.9824985829","5000;-1980.646304769;3104.21465993047",963.4633560579,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A512,2,514,"4116.00215602141;-2323.41298522058;2932.9824985829","5000;-1980.646304769;3104.21465993047","4116.00215602141;-2323.41298522058;2932.9824985829","8703.60706294568;-544.587260835784;3821.61080121074","-5000;-1980.646304769;3104.21465993047","-1296.39293705432;-544.587260835784;3821.61080121074",4036.5366439421,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A513,1,515,"4116.20353736329;-1155.42203826977;-5000","4855.53160722755;-1160.59520774185;-3977.39836791464","4855.53160722755;-1160.59520774185;-3977.39836791464","1926.06627797376;-1140.0973783904;-8029.28838662096","4855.53160722755;-1160.59520774185;-3977.39836791464","4116.20353736329;-1155.42203826977;-5000",1261.8822665032,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A513,2,515,"4116.20353736329;-1155.42203826977;-5000","4855.53160722755;-1160.59520774185;-3977.39836791464","4855.53160722755;-1160.59520774185;-3977.39836791464","1926.06627797376;-1140.0973783904;-8029.28838662096","4116.20353736329;-1155.42203826977;5000","1926.06627797376;-1140.0973783904;1970.71161337905",3738.1177334968,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A514,1,516,"4117.8861574476;3795.58849197618;-3708.86649677219","5000;3806.1067662756;-3937.37836358058","4117.8861574476;3795.58849197618;-3708.86649677219","8957.79382138928;3853.29927026518;-4962.64609087469","4117.8861574476;3795.58849197618;-3708.86649677219","5000;3806.1067662756;-3937.37836358058",911.292016089822,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A514,2,516,"4117.8861574476;3795.58849197618;-3708.86649677219","5000;3806.1067662756;-3937.37836358058","4117.8861574476;3795.58849197618;-3708.86649677219","8957.79382138928;3853.29927026518;-4962.64609087469","-5000;3806.1067662756;-3937.37836358058","-1042.20617861072;3853.29927026518;-4962.64609087469",4088.70798391018,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A515,1,517,"4193.64451642271;2188.20628558915;846.644790811998","5000;2627.09113694637;1730.26194557632","4193.64451642271;2188.20628558915;846.644790811998","7357.7861070763;3910.39189723333;4313.96143532861","4193.64451642271;2188.20628558915;846.644790811998","5000;2627.09113694637;1730.26194557632",1274.20891334185,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A515,2,517,"4193.64451642271;2188.20628558915;846.644790811998","5000;2627.09113694637;1730.26194557632","4193.64451642271;2188.20628558915;846.644790811998","7357.7861070763;3910.39189723333;4313.96143532861","-5000;2627.09113694637;1730.26194557632","-2642.2138929237;3910.39189723333;4313.96143532861",3725.79108665815,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A516,1,518,"4203.73277612177;-1221.95108410427;-3535.95774239944","5000;-1099.7597181318;-3498.00726232382","4203.73277612177;-1221.95108410427;-3535.95774239944","9140.40641810757;-464.392719794675;-3300.67349476014","4203.73277612177;-1221.95108410427;-3535.95774239944","5000;-1099.7597181318;-3498.00726232382",806.481531517574,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A516,2,518,"4203.73277612177;-1221.95108410427;-3535.95774239944","5000;-1099.7597181318;-3498.00726232382","4203.73277612177;-1221.95108410427;-3535.95774239944","9140.40641810757;-464.392719794675;-3300.67349476014","-5000;-1099.7597181318;-3498.00726232382","-859.593581892426;-464.392719794675;-3300.67349476014",4193.51846848243,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A517,1,519,"4207.5945219733;2069.91400679435;467.110873810386","5000;1627.86460746779;450.994674718855","4207.5945219733;2069.91400679435;467.110873810386","8573.41828760042;-365.593857143036;378.317336970382","4207.5945219733;2069.91400679435;467.110873810386","5000;1627.86460746779;450.994674718855",907.509694121695,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A517,2,519,"4207.5945219733;2069.91400679435;467.110873810386","5000;1627.86460746779;450.994674718855","4207.5945219733;2069.91400679435;467.110873810386","8573.41828760042;-365.593857143036;378.317336970382","-5000;1627.86460746779;450.994674718855","-1426.58171239958;-365.593857143036;378.317336970382",4092.4903058783,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A518,1,520,"4219.88009867758;598.353222358301;4781.78126632245","4695.81841566927;859.259921486391;5000","4219.88009867758;598.353222358301;4781.78126632245","8287.8240394028;2828.37713075327;6646.94224144062","4219.88009867758;598.353222358301;4781.78126632245","4695.81841566927;859.259921486391;5000",584.986327155286,"-0;-0;-0","Z>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A518,2,520,"4219.88009867758;598.353222358301;4781.78126632245","4695.81841566927;859.259921486391;5000","4219.88009867758;598.353222358301;4781.78126632245","8287.8240394028;2828.37713075327;6646.94224144062","4695.81841566927;859.259921486391;-5000","5000;1026.01054918311;-4860.53209466251",373.876322735782,"-0;-0;-10000","Z>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A518,3,520,"4219.88009867758;598.353222358301;4781.78126632245","4695.81841566927;859.259921486391;5000","4219.88009867758;598.353222358301;4781.78126632245","8287.8240394028;2828.37713075327;6646.94224144062","-5000;1026.01054918311;-4860.53209466251","-1712.1759605972;2828.37713075327;-3353.05775855938",4041.13735010893,"-10000;-0;-10000","Z>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A519,1,521,"4264.91944510701;2719.66656545626;-2717.73697995722","5000;2685.05139773563;-3256.3901885425","4264.91944510701;2719.66656545626;-2717.73697995722","8295.09981451955;2529.88414160761;-5670.97737342335","4264.91944510701;2719.66656545626;-2717.73697995722","5000;2685.05139773563;-3256.3901885425",911.969797272547,"-0;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A519,2,521,"4264.91944510701;2719.66656545626;-2717.73697995722","5000;2685.05139773563;-3256.3901885425","4264.91944510701;2719.66656545626;-2717.73697995722","8295.09981451955;2529.88414160761;-5670.97737342335","-5000;2685.05139773563;-3256.3901885425","-2620.55874300037;2573.00278259519;-5000",2952.02824550811,"-10000;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A519,3,521,"4264.91944510701;2719.66656545626;-2717.73697995722","5000;2685.05139773563;-3256.3901885425","4264.91944510701;2719.66656545626;-2717.73697995722","8295.09981451955;2529.88414160761;-5670.97737342335","-2620.55874300037;2573.00278259519;5000","-1704.90018548045;2529.88414160761;4329.02262657665",1136.00195721934,"-10000;-0;10000","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A520,1,522,"4282.87138818864;-1914.2426538574;-120.190611144002","5000;-2564.86128944441;-1330.47391306341","4282.87138818864;-1914.2426538574;-120.190611144002","6596.25510143776;-4013.07197165804;-4024.44102447743","4282.87138818864;-1914.2426538574;-120.190611144002","5000;-2564.86128944441;-1330.47391306341",1549.95603994324,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A520,2,522,"4282.87138818864;-1914.2426538574;-120.190611144002","5000;-2564.86128944441;-1330.47391306341","4282.87138818864;-1914.2426538574;-120.190611144002","6596.25510143776;-4013.07197165804;-4024.44102447743","-5000;-2564.86128944441;-1330.47391306341","-3403.74489856224;-4013.07197165804;-4024.44102447743",3450.04396005676,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
